date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2023-04-24,87.7,83.58,82.09,76.4,75.08,86.55,114.6,133.8,135.0,126.92,110.81,108.01,98.07,94.9,86.99,84.9,86.21,97.8,117.41,134.57,135.97,129.06,110.8,100.9
2023-04-25,100.0,98.6,99.3,92.12,91.8,97.36,121.6,134.1,134.93,99.1,75.62,64.28,34.9,24.9,13.88,14.24,50.1,68.41,91.96,127.03,144.16,141.98,135.0,127.97
2023-04-26,98.5,90.1,95.0,92.49,93.33,99.2,125.16,139.91,135.0,106.0,98.23,99.2,90.03,94.54,88.0,92.85,98.2,110.0,125.08,148.11,154.97,146.03,124.42,120.58
2023-04-27,107.12,100.47,97.92,96.4,97.37,107.09,116.86,142.75,134.97,102.75,90.6,45.0,50.1,50.0,44.9,60.0,79.68,96.9,109.27,113.91,120.0,115.0,103.8,96.8
2023-04-28,102.03,92.97,90.35,91.78,92.82,95.85,113.25,123.81,126.73,120.63,113.13,106.12,102.0,93.04,90.14,88.26,90.6,99.45,115.42,120.04,125.43,124.34,116.71,105.48
2023-04-29,115.59,108.56,106.1,105.0,101.24,102.75,103.24,109.4,115.64,106.61,103.59,92.87,82.23,75.29,66.2,69.05,80.0,85.0,100.1,118.18,119.12,120.0,115.57,110.0
2023-04-30,99.28,91.09,88.38,86.8,86.45,88.27,85.84,82.0,75.0,50.0,27.7,-41.11,-99.6,-59.0,-34.9,0.64,14.0,70.57,105.96,119.75,125.01,122.2,117.12,108.71
2023-05-01,109.9,99.9,95.49,92.5,88.5,88.0,87.7,98.0,96.18,101.2,90.69,67.99,54.63,34.69,30.0,41.19,76.25,89.95,113.86,123.11,128.22,121.72,117.9,111.04
2023-05-02,98.48,85.6,83.3,80.9,81.22,90.39,111.06,127.42,135.15,122.99,115.71,108.96,98.46,92.76,86.32,81.97,87.2,94.43,117.38,130.0,142.86,133.69,124.02,116.13
2023-05-03,107.65,102.63,100.97,97.8,97.37,110.09,123.85,132.46,125.1,110.1,91.16,84.16,77.42,36.0,24.3,50.0,81.29,96.92,104.9,123.1,147.73,128.9,116.82,101.59
2023-05-04,99.18,94.35,93.0,93.78,94.16,105.33,109.5,128.98,119.9,104.42,90.0,79.6,70.06,59.72,56.69,57.0,78.65,94.29,111.32,118.53,120.49,114.74,105.12,94.36
2023-05-05,91.5,81.8,78.49,79.51,78.49,87.52,101.22,113.75,109.01,90.8,84.07,71.7,72.03,77.36,78.9,81.08,91.16,99.87,112.8,120.54,128.76,126.31,115.56,124.05
2023-05-06,106.71,99.62,95.71,91.7,89.93,91.7,97.2,99.02,95.13,93.28,82.53,74.42,70.36,55.69,50.0,63.16,74.64,90.3,102.7,108.05,115.36,108.71,103.12,92.38
2023-05-07,123.71,112.0,107.61,86.27,85.69,86.85,90.1,84.1,80.29,78.82,67.07,54.36,52.25,55.0,45.0,40.0,60.37,82.34,98.99,123.94,110.1,120.0,123.99,100.0
2023-05-08,118.1,100.0,95.59,85.99,84.35,90.91,103.29,117.87,110.97,100.01,92.59,85.85,80.6,70.1,70.63,78.0,84.01,97.05,109.82,131.91,129.37,121.99,119.88,114.0
2023-05-09,95.96,87.52,84.6,84.17,85.25,92.45,111.58,121.0,117.88,113.13,119.9,113.34,131.53,112.8,97.8,81.7,84.44,100.06,116.34,121.55,119.84,111.0,104.67,89.93
2023-05-10,94.82,90.06,88.38,86.19,87.94,89.59,106.43,119.53,133.05,110.24,105.82,101.06,97.0,92.95,91.76,94.86,104.81,101.2,120.0,135.73,147.42,134.15,117.73,109.9
2023-05-11,100.0,96.94,96.0,95.88,93.06,103.18,110.0,129.9,148.0,134.05,113.2,115.03,104.53,95.37,95.71,85.2,76.36,110.32,123.19,147.0,132.8,118.4,113.99,101.66
